datetime,city,country,temperature,humidity,pressure,wind_speed,datetime,aqi,pm2_5,pm10,co,no2,o3
2026-07-28 18:34:25.077692,Karachi,PK,28.64,77,997,7.38,2026-07-28 19:08:48.939978,4,25.19,108.61,75.01,0.11,40.95
